service_request_key,created_date,request_type,description,request_type_code,status_code,intake_form,days_to_complete,sla_fy_2019,on_time_indicator,completed_at,due_at,ispublic,council_district,loc
15417441,05/17/2024 01:24:05 PM,Potholes,Depression and raised broken asphalt over 6  in height.  Caused by the garbage truck that ran on Thursday.,EMERGENCY,O-CLOSED,iOS,0,5,Yes,05/17/2024 02:53:52 PM,05/29/2024 01:24:05 PM,yes,4,POINT (-85.132761 35.025653)
15416408,05/17/2024 11:00:06 AM,Distressed Pavement,The whole of W 57th St needs to be repaved. The pavement is very uneven from Alabama Ave all the way to the west end of 57th. It is hard on cars and motorcycles and bicycles. We also need a dead end turn around at the west end (next to Lookout Mtn).,EMERGENCY,O-NEW,gov.publicstuff.com,,20,N/A,,06/06/2024 11:00:06 AM,yes,7,POINT (-85.335704284 34.986172324)
15416128,05/17/2024 10:18:48 AM,Potholes,"Multiple issues, including potholes, sunken pavement and rough pavement between 3685 Elder Mountain Road and 3784 Elder Mountain Road.  These issues are in both lanes of traffic.  On 5/16 I'm aware of at least two residents and visitors who sustained flat tires due to these conditions.",EMERGENCY,O-CLOSED,Iframe,1,5,Yes,05/20/2024 11:01:28 AM,05/29/2024 10:18:48 AM,yes,1,POINT (-85.374350151 35.054368704)
15416026,05/17/2024 10:01:13 AM,Potholes,Citizen hit a pothole near the Fazolis and the Dollar Tree near the 500 block of Spring Creek Rd and damaged two tires. I gave him the SR# and he will file a claim with The City Attny.,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,05/17/2024 10:37:40 AM,05/29/2024 10:01:13 AM,yes,6,POINT (-85.219172925 35.005771037)
15416020,05/17/2024 10:00:53 AM,Distressed Pavement,"Citizen states that pavement is getting depressed lower and lower, causing tire issues, and potholes are occurring more and more.",EMERGENCY,O-CLOSED,gov.publicstuff.com,3,20,Yes,05/22/2024 11:03:34 AM,05/24/2024 10:00:53 AM,yes,4,POINT (-85.159275381 35.027607432)
15416013,05/17/2024 09:58:33 AM,Potholes,at the entrance of Martin Boyd Christian home where the street  meets the entrance there is a huge difference in height due to the road having so many layers of asphalt and it is causing accidents and standing water when it rains as well as damage to vehicles coming on and off of Standifer Gap.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,05/20/2024 11:37:13 AM,05/29/2024 09:58:33 AM,yes,6,POINT (-85.157303617 35.05501313)
15415864,05/17/2024 09:33:59 AM,Potholes,The entire road has horrible potholes and is extremely bumpy it is several years of layers of asphalt and very dangerous for the citizens that travel this road daily but specifically the elder.,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,05/17/2024 10:11:24 AM,05/29/2024 09:33:59 AM,yes,1,POINT (-85.371935543 35.046880483)
15415630,05/17/2024 08:47:22 AM,Potholes,appeared suddenly today. the asphalt is soft around it. Seems to have grown since lunchtime. might be a sinkhole because of how quickly it developed.,EMERGENCY,O-CLOSED,Android,0,5,Yes,05/17/2024 10:11:05 AM,05/29/2024 08:47:22 AM,yes,4,POINT (-85.132761256 35.025652616)
15415620,05/17/2024 08:44:31 AM,Potholes,"Pothole, erosion is evident underneath roadway near manhole.",EMERGENCY,O-CLOSED,iOS,2,5,Yes,05/21/2024 08:31:05 AM,05/29/2024 08:44:31 AM,yes,2,POINT (-85.304623 35.075326)
15415494,05/17/2024 08:09:42 AM,Potholes,"Concrete is eroding next to manhole cover, citizen is asking to reapply concrete to cover area.",EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,05/21/2024 10:59:30 AM,05/29/2024 08:09:42 AM,yes,5,POINT (-85.20769249 35.070819641)
15415091,05/16/2024 10:45:28 PM,Potholes,"Multiple issues including potholes and rough pavement between and 3784 Elder Mountain Rd. These issues are in both lanes of traffic. When is the city going to listen, when someone flies off the mountain on account of swerving a pot hole or sinking into one?",EMERGENCY,O-CLOSED,Iframe,0,5,Yes,05/17/2024 02:44:19 PM,05/28/2024 10:45:28 PM,yes,1,POINT (-85.371935543 35.046880483)
15414271,05/16/2024 06:33:14 PM,Potholes,appeared suddenly today. the asphalt is soft around it. Seems to have grown since lunchtime. might be a sinkhole because of how quickly it developed.,EMERGENCY,O-CLOSED,Android,3,5,Yes,05/21/2024 08:59:38 AM,05/28/2024 06:33:14 PM,yes,4,POINT (-85.132761256 35.025652616)
15414098,05/16/2024 05:50:14 PM,Potholes,Multiple potholes and every pothole fix makes the road worse. Desperately needs to be repaved!,EMERGENCY,O-CLOSED,iOS,1,5,Yes,05/17/2024 02:44:45 PM,05/28/2024 05:50:14 PM,yes,1,POINT (-85.37435 35.054369)
15413833,05/16/2024 05:10:39 PM,Potholes,,EMERGENCY,O-CLOSED,iOS,2,5,Yes,05/20/2024 12:27:11 PM,05/28/2024 05:10:39 PM,yes,6,POINT (-85.250174 35.017138)
15413822,05/16/2024 05:08:57 PM,Potholes,On the side heading towards the interstate.,EMERGENCY,O-CLOSED,iOS,2,5,Yes,05/20/2024 12:27:12 PM,05/28/2024 05:08:57 PM,yes,6,POINT (-85.249264 35.018991)
15413761,05/16/2024 04:55:59 PM,Distressed Pavement,This street is so bad and cars keep messing up there oil pan on this road.  It is right pass his address.  They need someone to come out and fixed this road.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,20,Yes,05/17/2024 02:54:16 PM,05/20/2024 04:55:59 PM,yes,1,POINT (-85.370609824 35.032556782)
15413187,05/16/2024 03:42:44 PM,Potholes,Shallowford Road just as you turn to access 153 North.,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,05/20/2024 11:58:52 AM,05/28/2024 03:42:44 PM,yes,6,POINT (-85.189826365 35.05416532)
15412941,05/16/2024 03:11:25 PM,Potholes,Pothole in the road in front of home,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,05/16/2024 03:34:27 PM,05/28/2024 03:11:25 PM,yes,,POINT (-85.402491261 35.033599742)
15412929,05/16/2024 03:09:50 PM,Potholes,pothole on the road right in front of my driveway,EMERGENCY,O-CLOSED,gov.publicstuff.com,8,5,Yes,05/28/2024 06:56:43 AM,05/31/2024 03:09:50 PM,yes,,POINT (-85.402491261 35.033599742)
15412357,05/16/2024 01:58:59 PM,Distressed Pavement,Please consider paving the Elder Mountain Road from top to bottom.  The potholes and roughness of the road are problematic and damaging to our cars.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,20,Yes,05/17/2024 02:28:23 PM,05/20/2024 01:58:59 PM,yes,1,POINT (-85.370156745 35.061615573)
15412221,05/16/2024 01:42:29 PM,Potholes,,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,05/17/2024 02:43:07 PM,05/28/2024 01:42:29 PM,yes,1,POINT (-85.371299369 35.044223558)
15412211,05/16/2024 01:41:16 PM,Potholes,Our road coming up especially after the TVA intersection has deteriorated to the point that the side and middle coming up is impassable. There is a hole the size of a well which has blown tires and there are multiple craters. It has become a day to day danger to drive this section of Elder Mountain Road due to people cutting over and using oncoming traffic lane to drive. 3624-3898 Elder mtn rd,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,05/17/2024 02:43:44 PM,05/28/2024 01:41:16 PM,yes,1,POINT (-85.370112414 35.044384281)
15412065,05/16/2024 01:23:18 PM,Potholes,There are multiple potholes and multiple areas where the pavement is no longer present that creates not only a safety hazard but will result in damage to vehicles that travel on this street and potentially injury pedestrians.  There is also significant overgrowth of trees on this street that need to be trimmed back as this will also result in potential injuries to pedestrians and damage to adjacent buildings.  Thank you in advance for your time in helping to address this.  Be blessed!,EMERGENCY,O-CLOSED,Iframe,2,5,Yes,05/20/2024 01:21:49 PM,05/28/2024 01:23:18 PM,yes,7,POINT (-85.282839338 34.998140113)
15411831,05/16/2024 12:52:09 PM,Potholes,Multiple potholes. Large and destructive and extremely annoying.,EMERGENCY,O-CLOSED,iOS,1,5,Yes,05/17/2024 02:42:24 PM,05/28/2024 12:52:09 PM,yes,1,POINT (-85.37101 35.060188)
15411377,05/16/2024 11:55:27 AM,Distressed Pavement,"the street, at the corner of Orr St has deteriorated to the point that it will have to be truly fixed the way it should be, no more just patching it. She states the pavement has crumbled, and someone's vehicle could be badly damaged.",EMERGENCY,O-CLOSED,gov.publicstuff.com,4,20,Yes,05/22/2024 06:46:19 AM,05/24/2024 11:55:27 AM,yes,2,POINT (-85.297111111 35.066672866)
15411345,05/16/2024 11:51:14 AM,Potholes,"The caller has reported that three large sinkholes need immediate repair due to their size and depth. He also mentioned that failure to resolve this issue immediately could lead to vehicle and motorcycle accidents, potentially resulting in loss of control while driving.",EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,05/17/2024 02:26:24 PM,05/28/2024 11:51:14 AM,yes,3,POINT (-85.176294554 35.105232655)
15411284,05/16/2024 11:42:22 AM,Potholes,,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,05/17/2024 02:26:48 PM,05/28/2024 11:42:22 AM,yes,8,POINT (-85.265207132 35.059069145)
15410874,05/16/2024 10:52:43 AM,Potholes,"2 pot holes, 4 to 5 feet wide.",EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,05/17/2024 02:55:40 PM,05/28/2024 10:52:43 AM,yes,6,POINT (-85.061338684 35.083794401)
15409258,05/15/2024 09:39:29 PM,Potholes,There are potholes at the top of the hill and all the way to the bottom of the hill on Tee Pee drive leading to 4200. They are deep and wide and very hard to drive around.,EMERGENCY,O-NEW,Iframe,,5,N/A,,06/06/2024 09:39:29 PM,yes,5,POINT (-85.21432346 35.072823528)
15409095,05/15/2024 08:24:13 PM,Potholes,This has been open for years and still has not been fixed. Someone is going to get hurt!,EMERGENCY,O-CLOSED,iOS,2,5,Yes,05/20/2024 11:02:07 AM,05/27/2024 08:24:13 PM,yes,4,POINT (-85.124962 35.021179)
15408415,05/15/2024 05:49:03 PM,Potholes,Got way worse after TNAM did their water main repair.,EMERGENCY,O-CLOSED,Android,5,5,Yes,05/22/2024 02:30:46 PM,05/27/2024 05:49:03 PM,yes,9,POINT (-85.247179605 35.064201734)
15406988,05/15/2024 02:48:31 PM,Potholes,Caller states that there is a pothole on 46th Street between 4510 13th Ave & 4600 13th Ave that needs filled,EMERGENCY,O-CLOSED,gov.publicstuff.com,3,5,Yes,05/20/2024 12:46:29 PM,05/27/2024 02:48:31 PM,yes,7,POINT (-85.285059383 34.989804789)
15406801,05/15/2024 02:29:55 PM,Potholes,Pothole across from orange grove,NONE,O-CLOSED,gov.publicstuff.com,0,5,Yes,05/15/2024 02:31:23 PM,05/27/2024 02:29:55 PM,yes,8,POINT (-85.262733875 35.040781769)
15406788,05/15/2024 02:28:57 PM,Potholes,Found a pothole going to fix another pothole,NONE,O-CLOSED,gov.publicstuff.com,0,5,Yes,05/15/2024 02:30:53 PM,05/27/2024 02:28:57 PM,yes,8,POINT (-85.264924211 35.038659271)
15406773,05/15/2024 02:27:43 PM,Potholes,Found a pothole on the way to fix another pothole,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,05/15/2024 02:30:41 PM,05/27/2024 02:27:43 PM,yes,7,POINT (-85.285602482 34.992772681)
15406413,05/15/2024 01:51:14 PM,Potholes,Middle of the street at 1042 and 1044 Givens Road that intersect with E. Brainerd Road,EMERGENCY,O-CLOSED,gov.publicstuff.com,3,5,Yes,05/20/2024 11:02:44 AM,05/27/2024 01:51:14 PM,yes,4,POINT (-85.143201034 34.999237145)
15405737,05/15/2024 12:49:43 PM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,9,5,Yes,05/28/2024 11:47:15 AM,05/31/2024 12:49:43 PM,yes,3,POINT (-85.185798091 35.142400127)
15405364,05/15/2024 12:08:40 PM,Potholes,Fire hydrant is leaking. Did not know who else to contact.,EMERGENCY,O-CLOSED,iOS,5,5,Yes,05/22/2024 06:45:47 AM,05/27/2024 12:08:40 PM,yes,5,POINT (-85.238536 35.022444)
15404280,05/15/2024 09:52:57 AM,Potholes,"Sewer drain cover is displaced, creating a bad hole in the rodaway, Main St headed west just past Orchard Knob.",EMERGENCY,O-CLOSED,iOS,3,5,Yes,05/20/2024 01:33:43 PM,05/27/2024 09:52:57 AM,yes,8,POINT (-85.280146 35.026133)
15403559,05/15/2024 07:52:15 AM,Potholes,This pothole is very large. It is on the Chattanooga Christian side of the tunnel on 37th street between Chattanooga and Christian school and stone ridge apartment complex,EMERGENCY,O-CLOSED,iOS,2,5,Yes,05/17/2024 02:25:28 PM,05/27/2024 07:52:15 AM,yes,7,POINT (-85.31813 35.010807)
15403515,05/15/2024 07:38:19 AM,Potholes,Whole block has potholes and requires you to drive very carefully dodging big holes. . The city comes and fills in 2 or 3 potholes and leaves the rest. This whole block should be paved.,EMERGENCY,O-CLOSED,iOS,0,5,Yes,05/15/2024 11:33:12 AM,05/27/2024 07:38:19 AM,yes,9,POINT (-85.25803 35.050912)
15401421,05/14/2024 06:36:54 PM,Potholes,The planned cul-de-sac. Is not defined and a property owner has claimed use of the area and blocks my driveway,EMERGENCY,O-CLOSED,iOS,2,5,Yes,05/16/2024 07:27:50 AM,05/24/2024 06:36:54 PM,yes,1,POINT (-85.270918 35.152299)
15400939,05/14/2024 05:36:56 PM,Potholes,"if you turn onto lost mound dr and then turn left, there are two potholes on the left side of the road.",EMERGENCY,O-CLOSED,Android,1,5,Yes,05/15/2024 10:02:20 AM,05/24/2024 05:36:56 PM,yes,8,POINT (-85.259569399 35.090906469)
15399873,05/14/2024 04:19:22 PM,Potholes,"Hole in southbound lane adjacent what appears to be a utility cut-out; I'm shocked it didn't blow out my tire. Traffic constantly avoids it, so it's not like it's a new issue!",EMERGENCY,O-CLOSED,Iframe,1,5,Yes,05/15/2024 11:47:28 AM,05/24/2024 04:19:22 PM,yes,2,POINT (-85.304589064 35.075426638)
15398967,05/14/2024 03:30:09 PM,Potholes,two sections of road cut out was not filled in properly,EMERGENCY,O-CLOSED,Android,1,5,Yes,05/15/2024 01:52:40 PM,05/24/2024 03:30:09 PM,yes,9,POINT (-85.253139473 35.058150955)
15397233,05/14/2024 12:38:56 PM,Potholes,The pothole is about 20 ft wide and 1 foot deep Corner of 1900 Daisy St and N Orchard,EMERGENCY,O-CLOSED,gov.publicstuff.com,3,5,Yes,05/17/2024 02:30:14 PM,05/24/2024 12:38:56 PM,yes,8,POINT (-85.25739151 35.067766288)
15396376,05/14/2024 11:10:00 AM,Potholes,"Cust states that there is a possible sinkhole in the middle of street, in front of the house.",EMERGENCY,O-CLOSED,gov.publicstuff.com,3,5,Yes,05/17/2024 02:27:19 PM,05/24/2024 11:10:00 AM,yes,9,POINT (-85.248855717 35.071362311)
15394521,05/14/2024 07:25:03 AM,Potholes,"Pothole in the road at the intersection of Kirby Ave and Dodds Ave. This has been patched previously, but is still an issue.",EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,05/14/2024 02:45:11 PM,05/24/2024 07:25:03 AM,yes,9,POINT (-85.266236538 35.027694757)
15390106,05/13/2024 04:54:20 PM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,05/14/2024 11:31:54 AM,05/23/2024 04:54:20 PM,yes,9,POINT (-85.25024571 35.063107304)
15388605,05/13/2024 03:14:41 PM,Potholes,Pothole along fence line approximately 5 feet deep and 10 feet wide at the back of Riverside Drive and Riverwalk walkway. Its located in 2000 block of Riverside Drive in the very back of the field.,EMERGENCY,O-CLOSED,gov.publicstuff.com,4,5,Yes,05/17/2024 02:16:09 PM,05/23/2024 03:14:41 PM,yes,8,POINT (-85.275697152 35.058629279)
15388210,05/13/2024 02:39:35 PM,Distressed Pavement,Caller states that as you are turning left off of Igou Gap Rd onto Morris Hill Rd the pavement is buckled and depressed and is very rough.,EMERGENCY,O-CLOSED,gov.publicstuff.com,8,20,Yes,05/23/2024 06:48:34 AM,05/24/2024 02:39:35 PM,yes,4,POINT (-85.125652322 35.016677348)
15387709,05/13/2024 02:02:53 PM,Potholes,The entire street consists of potholes and street depression. Need to be repaired.,EMERGENCY,O-CLOSED,Android,1,5,Yes,05/14/2024 11:08:42 AM,05/23/2024 02:02:53 PM,yes,9,POINT (-85.234997939 35.039195606)
15386347,05/13/2024 12:23:36 PM,Potholes,There is a big pot hole,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,05/14/2024 11:00:38 AM,05/23/2024 12:23:36 PM,yes,9,POINT (-85.253520152 35.030527108)
15385957,05/13/2024 12:01:29 PM,Potholes,1360 block,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,05/14/2024 09:32:21 AM,05/23/2024 12:01:29 PM,yes,6,POINT (-85.17222771 35.017160353)
15384868,05/13/2024 10:42:08 AM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,05/14/2024 11:55:01 AM,05/23/2024 10:42:08 AM,yes,8,POINT (-85.265207132 35.059069145)
15384274,05/13/2024 09:55:22 AM,Distressed Pavement,"Caller states the asphalt road is severely damaged, causing drivers to divert their path to avoid the damaged area. The caller has reported that the road is dangerous and needs immediate repair.",EMERGENCY,O-NEW,gov.publicstuff.com,,20,N/A,,06/06/2024 09:55:22 AM,yes,1,POINT (-85.322421256 35.099997478)
15384241,05/13/2024 09:51:27 AM,Potholes,so deep it s become a popular bathing spot for birds,EMERGENCY,O-CLOSED,iOS,3,5,Yes,05/16/2024 07:26:39 AM,05/23/2024 09:51:27 AM,yes,7,POINT (-85.304678 35.03358)
15384191,05/13/2024 09:46:49 AM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,3,5,Yes,05/16/2024 07:25:46 AM,05/23/2024 09:46:49 AM,yes,7,POINT (-85.316762353 35.04122437)
15377874,05/12/2024 03:15:26 PM,Potholes,"It is in the right lane going south, just as you get to Dartmouth St.",EMERGENCY,O-CLOSED,Iframe,4,5,Yes,05/16/2024 07:29:02 AM,05/23/2024 03:15:26 PM,yes,2,POINT (-85.2892853 35.069978363)
15365706,05/11/2024 02:13:53 PM,Potholes,,EMERGENCY,O-CLOSED,iOS,2,5,Yes,05/14/2024 09:16:01 AM,05/23/2024 02:13:53 PM,yes,4,POINT (-85.134161 35.007549)
15358387,05/11/2024 04:17:54 AM,Potholes,road is very dangerous,EMERGENCY,O-CLOSED,Android,9,5,Yes,05/23/2024 10:14:25 AM,05/29/2024 04:17:54 AM,yes,5,POINT (-85.240855962 35.072375392)
15352629,05/10/2024 08:16:49 PM,Potholes,There are several potholes now on noll at Forest where cars are swerving around to avoid them and coming into oncoming traffic. It's already a slim street and street parking makes it even slimmer. Someone is going to get hit.,EMERGENCY,O-CLOSED,Android,4,5,Yes,05/16/2024 07:27:19 AM,05/22/2024 08:16:49 PM,yes,2,POINT (-85.305123366 35.067938788)
15348451,05/10/2024 04:57:53 PM,Distressed Pavement,"My house is at corner of Brockhaven Rd and Ridge Ave.  There is a long sinking area along the curb on Ridge Ave.  over 20  long and getting deeper.  I sent a request prior to, over a year ago but no follow up.",EMERGENCY,O-CLOSED,gov.publicstuff.com,1,20,Yes,05/13/2024 11:28:18 AM,05/14/2024 04:57:53 PM,yes,9,POINT (-85.265075349 35.016421476)
15348223,05/10/2024 04:46:18 PM,Potholes,This section of road is in need of potholes to be filled/refilled again. Would you please put this section 1600 thru 1100 Lower Mill Rd in Hixson back on the list please....Thank Youna,EMERGENCY,O-NEW,gov.publicstuff.com,,5,N/A,,06/06/2024 04:46:18 PM,yes,3,POINT (-85.232845809 35.164471172)
15348207,05/10/2024 04:45:26 PM,Potholes,large sink hole just appeared today at the intersection og Executive Dr and Northgate Mall Dr,EMERGENCY,O-CLOSED,Android,3,5,Yes,05/15/2024 08:53:43 AM,05/22/2024 04:45:26 PM,yes,3,POINT (-85.23720486 35.130645693)
15347517,05/10/2024 04:21:05 PM,Potholes,Caller states there is a large depression in front of this address which will soon be a large pothole if not repaired. It is in the right lane on Lee Highway going east away from Brainerd Rd.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,05/13/2024 11:24:47 AM,05/22/2024 04:21:05 PM,yes,6,POINT (-85.204626812 35.018467201)
